pos	neg	neu	compound	Content	Date	Language	Location	Number of Likes	Number of Retweets	In Reply To	Author Name	Author Description	Author Statuses Count	Author Favourites Count	Author Friends Count	Author Followers Count	Author Listed Count	Author Verified	Longitude	Latitude	Author
0.0	0.059	0.941	-0.4559	Saya lupa tadi, bahwa kita seratus persen juga bisa menggunakan pengujian materiil ke MK, karena sudah jelas isi ayat, pasal, dll UU Cipta Kerja itu bertentangan dengan  UUD NRI 1945.	2021-03-13 02:06:59	in		0.0	0.0	@RezkiSobri	water law	"I read and write things. The Cloud Atlas Sextet. Arcade Fire.

Sahkan RUU PKS! Revisi Perspektif dan Regulasi terkait Narkotika!"	24692.0	724.0	167.0	42.0	0.0	False			@RezkiSobri
0.0	0.0	1.0	0.0	UU cipta kerja menambah jaminan untuk tenaga kerja buruh. #OmnibusProRakyat https://t.co/pMintHqiv8	2021-03-13 02:04:32	in		1.0	0.0		KADRUNGood	"#JalinPersatuan 
#IndonesiaTanpaRasis
#SquadNusantara"	1064.0	2557.0	364.0	250.0	0.0	False			@GoodKadrun
0.0	0.0	1.0	0.0	Bersama dukung UU cipta kerja untuk memberantas kemiskinan. #OmnibusProRakyat https://t.co/ygADvmf8r5	2021-03-13 02:03:13	in		0.0	0.0		KADRUNGood	"#JalinPersatuan 
#IndonesiaTanpaRasis
#SquadNusantara"	1064.0	2557.0	364.0	250.0	0.0	False			@GoodKadrun
0.0	0.0	1.0	0.0	Presiden Jokowi mengeluarkan limbah penyulingan sawit dari kategori limbah bahan berbahaya dan beracun (B3).  Aturan ini merupakan turunan dari Undang-undang tentang Cipta Kerja. Selain limbah sawit, Jokowi juga menghapus limbah batu bara dari daftar B3. https://t.co/r9P3glK8Y4	2021-03-13 01:42:40	in		0.0	0.0	@NarasiNewsroom	Narasi Newsroom	Part of @narasitv	3465.0	32.0	4.0	45157.0	95.0	True			@NarasiNewsroom
0.0	0.0	1.0	0.0	"Implementasi Undang-Undang (UU) Cipta Kerja pasal migrasi penyiaran dari teresterial ke digital atau Analog Switch Off (ASO) berpotensi menjadikan jaringan telekomunikasi lebih baik.

#SemuaUntukPemulihanRI https://t.co/gcWc5BEzqF"	2021-03-13 01:40:52	in		0.0	0.0		Ora Lucu	blasss Ora Lucuuuu	345.0	156.0	198.0	140.0	0.0	False			@OraLucu7
0.0	0.0	1.0	0.0	"Implementasi Undang-Undang (UU) Cipta Kerja pasal migrasi penyiaran dari teresterial ke digital atau Analog Switch Off (ASO) berpotensi menjadikan jaringan telekomunikasi lebih baik.

#SemuaUntukPemulihanRI https://t.co/yoJ9OZavrO"	2021-03-13 01:40:24	in		0.0	0.0		Ora Lucu	blasss Ora Lucuuuu	345.0	156.0	198.0	140.0	0.0	False			@OraLucu7
0.0	0.0	1.0	0.0	"Implementasi Undang-Undang (UU) Cipta Kerja pasal migrasi penyiaran dari teresterial ke digital atau Analog Switch Off (ASO) berpotensi menjadikan jaringan telekomunikasi lebih baik.

#SemuaUntukPemulihanRI https://t.co/TXHKZSEpGe"	2021-03-13 01:39:50	in		0.0	0.0		@Noviroo	Ekspresikan suaramu	269.0	11.0	285.0	161.0	0.0	False			@Noviroo1
0.0	0.0	1.0	0.0	"peraturan pemerentah menghapus limbah sawit dan batubara adala turunan uu cipta kerja
diusulkan dan didukung oleh pengusaha
wqwqwq
pengusaha saja, pengusaha lagi, pengusaha terus
masukan tentang lingkungan dan kesehatan sih bodo amat"	2021-03-13 01:37:20	in		0.0	1.0		choirul sani	"udang kering, tiga kotak : ebi ..
tiga udang kering : ebi three ..
wqwqwq"	19915.0	1080.0	377.0	938.0	2.0	False			@yuyungondrong
0.0	0.0	1.0	0.0	omnibus law UU cipta kerja bisa menjadi solusi dalam menghadapi sulitnya perekonomian global akobat pandemi covid-19, tidak hanya bagi investor UU cipta kerja di buat untuk menguntungkan tenaga kerja. https://t.co/sUXVH6DMPF	2021-03-13 01:13:21	in		0.0	0.0		rahmawati umasugi	pecinta maluku utara	84.0	0.0	0.0	1.0	0.0	False			@rahmawatiumasu4
0.0	0.0	1.0	0.0	sekarang izin usaha makin mudah dengan UU cipta kerja https://t.co/GrDOFxTJIo	2021-03-13 01:13:17	in		0.0	0.0		rahmawati umasugi	pecinta maluku utara	84.0	0.0	0.0	1.0	0.0	False			@rahmawatiumasu4
0.127	0.055	0.819	0.4404	"@n4k14465715 @NOTASLIMBOY Saya kasih salah satu sumber aja, mungkin anda bisa nemu lebih
https://t.co/J18uwiiLDX"	2021-03-13 00:59:18	in		0.0	0.0	@n4k14465715	Muammar	Toorisugari no ningen da. Petrolhead, Big fan of Hendrick Motorsports, Real Madrid, Manchester United, @officialJKT48,VR46 & Aki Toyosaki. Tweets in IDN or ENG.	82804.0	4439.0	1913.0	441.0	4.0	False			@mgibrann11
0.0	0.0	1.0	0.0	pendirian usaha yang dipermudah, karena tujuan dari UU Cipta kerja untuk menciptakan lapangan kerja... yukk... kerja keras... #OmnibusLawBerdampakBaik https://t.co/5VdbTAdxuW	2021-03-12 23:05:59	in		0.0	0.0		nyenyolyol		78.0	1.0	2.0	11.0	0.0	False			@nyenyolyol
0.0	0.0	1.0	0.0	"pendirian usaha yang dipermudah, karena tujuan dari UU Cipta kerja untuk menciptakan lapangan kerja. 
Mantap kinerja yang bagus. #OmnibusLawBerdampakBaik https://t.co/3yafgfXXcj"	2021-03-12 23:03:23	in		0.0	0.0		Reynaldi277	Hanya laki laki biasa	36.0	0.0	56.0	49.0	0.0	False			@Reynaldi4646
0.0	0.0	1.0	0.0	UU Cipta Kerja Dukung Iklim Usaha yang Lebih Baik #OmnibusLawBerdampakBaik https://t.co/Oth064jEvS	2021-03-12 23:00:24	in		0.0	0.0		🕊	mas j💅🏻	21.0	2.0	11.0	11.0	0.0	False			@jungwoorainy
0.0	0.057	0.943	-0.1027	Nah guys jangan khawatir, pendirian usaha yang dipermudah kok, karena tujuan dari UU Cipta kerja untuk menciptakan lapangan kerja #OmnibusLawBerdampakBaik 😊😊😊 https://t.co/1UyOg1suKe	2021-03-12 22:59:05	in		1.0	0.0		odading	gatau males	74.0	1.0	15.0	5.0	0.0	False			@mamhiu
0.0	0.0	1.0	0.0	pendirian usaha yang dipermudah, karena tujuan dari UU Cipta kerja untuk menciptakan lapangan kerja yang baru #OmnibusLawBerdampakBaik https://t.co/WcNqFGugBa	2021-03-12 22:57:53	in		0.0	0.0		mamay	semangat	297.0	73.0	51.0	35.0	0.0	False			@mamay0001
0.075	0.0	0.925	0.2732	"Fiqih imam syafii emang kyk gimana sih? 

https://t.co/BjZZyOIGtm

Innalillahi UU Cipta Kerja Ada 3 Subuh Yuri Gagarin Bata Tidur Yori H-30 #PraKerjaGelombang14 #NextToRM #EXOLEAVİNGSM #Penthouse2Ep7"	2021-03-12 22:57:16	in		2.0	1.0		Qonita	obedience to God	9.0	13.0	27.0	5.0	0.0	False			@Qonitain
0.147	0.0	0.853	0.4466	"Nahkan  pendirian usaha yang dipermudah, karena tujuan dari UU Cipta kerja untuk menciptakan lapangan kerja #OmnibusLawBerdampakBaik
✊ https://t.co/KYnUzweAW6"	2021-03-12 22:56:19	in		0.0	0.0		Vahyu rahayu	GG	162.0	375.0	57.0	20.0	0.0	False			@Vahyuayuh
0.0	0.0	1.0	0.0	UU Cipta kerja ini nantinya akan dukung iklim usaha yang lebih baik. #OmnibusLawBerdampakBaik https://t.co/e2jovnc0aS	2021-03-12 22:55:38	in		0.0	0.0		CaseyAddison		295.0	145.0	10.0	8.0	0.0	False			@CaseyAddison92
0.0	0.0	1.0	0.0	pendirian usaha yg telah dipermudah, karena tujuan dari UU Cipta kerja adalah untuk menciptakan lapangan kerja. #OmnibusLawBerdampakBaik https://t.co/wj4sNjCG6U	2021-03-12 22:55:35	in		0.0	0.0		Giselle	giseL	192.0	54.0	53.0	21.0	0.0	False			@Giselle_1515
0.0	0.0	1.0	0.0	langkah pemerintah dalam menyelesaikan 51 peraturan pelaksanaan dari UU Nomor 11 Tahun 2020 tentang UU Cipta kerja dalam bentuk PP dan juga perpres dinilai sudah baik dan mendukung iklim usaha yang lebih baik. #OmnibusLawBerdampakBaik https://t.co/UMycbt1thu	2021-03-12 22:55:29	in		0.0	0.0		DelvinoCharles		279.0	147.0	11.0	9.0	0.0	False			@DelvinoCharles
0.0	0.0	1.0	0.0	UU Cipta kerja memang untuk menyederhanakan berbagai aturan dan juga birokrasi. Semangat tersebut disambut baik oleh dunia usaha, terutama pada skala usaha mikro, kecil, dan menengah. #OmnibusLawBerdampakBaik https://t.co/EgAfkDP91S	2021-03-12 22:55:19	in		0.0	0.0		Caca		523.0	261.0	32.0	28.0	0.0	False			@nadiraputrii15
0.0	0.0	1.0	0.0	PP sebagai implementasi UU Cipta kerja saat ini dipandang sudah relatif menampung kepentingan dunia usaha di Tanah Air. #OmnibusLawBerdampakBaik https://t.co/TRQFm1aIF5	2021-03-12 22:55:10	in		0.0	0.0		nanaa		509.0	265.0	30.0	28.0	0.0	False			@callmenanaa12
0.0	0.0	1.0	0.0	pendirian usaha yang dipermudah, karena tujuan dari UU Cipta kerja adalah untuk menciptakan lapangan kerja 👍👍 #OmnibusLawBerdampakBaik https://t.co/QfyCZgFdfX	2021-03-12 22:55:00	in		0.0	0.0		Cici	ruang senja	81.0	1.0	32.0	29.0	0.0	False			@RuangSenja18
0.0	0.0	1.0	0.0	"Upaya pendirian usaha yang dipermudah, karena tujuan dari UU Cipta kerja untuk menciptakan lapangan kerja luas 
 #OmnibusLawBerdampakBaik https://t.co/1e7byaG8sP"	2021-03-12 22:55:00	in		0.0	0.0		d	🌹	1051.0	181.0	26.0	22.0	0.0	False			@thesember7
0.0	0.0	1.0	0.0	pendirian usaha yang dipermudah, karena tujuan dari UU Cipta kerja untuk menciptakan lapangan kerja #OmnibusLawBerdampakBaik https://t.co/6JbZkA8DuC	2021-03-12 22:55:00	in		0.0	0.0		Ademon		358.0	0.0	2.0	3.0	0.0	False			@Ademon000
0.0	0.071	0.929	-0.4559	"UUD NRI 1945.

MK lalu akan mengeluarkan keputusan bahwa UU Cipta Kerja tersebut secara otomatis TIDAK mempunyai kekuatan hukum mengikat: https://t.co/pFj9wKuzT6"	2021-03-12 22:39:58	in		0.0	0.0	@RezkiSobri	water law	"I read and write things. The Cloud Atlas Sextet. Arcade Fire.

Sahkan RUU PKS! Revisi Perspektif dan Regulasi terkait Narkotika!"	24692.0	724.0	167.0	42.0	0.0	False			@RezkiSobri
0.0	0.052	0.948	-0.4559	Ajukanlah pengajuan formil tersebut ke MK. Karena kecacatan prosedur dan inkonstitusionalitasnya, maka dari aspek pengujian formil itu JELAS bertentangan dengan UUD NKRI 1945 dan proses pembentukan UU Cipta Kerja itu TIDAK memenuhi ketentuan pembentukan UU berdasarkan-	2021-03-12 22:38:03	in		0.0	0.0	@RezkiSobri	water law	"I read and write things. The Cloud Atlas Sextet. Arcade Fire.

Sahkan RUU PKS! Revisi Perspektif dan Regulasi terkait Narkotika!"	24692.0	724.0	167.0	42.0	0.0	False			@RezkiSobri
0.0	0.0	1.0	0.0	"Bersama kita dukung UU Cipta Kerja 
#uuciptakerja https://t.co/bFbB03ShPs"	2021-03-12 22:32:18	in		11.0	0.0		Sabang-merauke	busy	268.0	1322.0	214.0	99.0	0.0	False			@SabangMerauke
0.0	0.0	1.0	0.0	"UU Cipta Kerja banyak manfaatnya 
#uuciptakerja https://t.co/c7ctiOrEui"	2021-03-12 22:31:33	in		10.0	0.0		Pembela Bangsa	pembela bangsa	266.0	1308.0	253.0	141.0	0.0	False			@PembelaBangsa6
0.0	0.0	1.0	0.0	"UU Cipta Kerja memicu permintaan tenaga kerja 
#uuciptakerja https://t.co/yJldxjiySo"	2021-03-12 22:30:53	in		10.0	0.0		Ludya	bersatu	385.0	1538.0	284.0	121.0	0.0	False			@Ludya73676697
0.0	0.0	1.0	0.0	UU Cipta Kerja jamin kepastian pesangon bagi pekerja terdampak PHK #uuciptakerja https://t.co/pRag1b6RYo	2021-03-12 22:29:39	in		8.0	0.0		Gesya	maju tak gentar	1018.0	2011.0	232.0	77.0	0.0	False			@Gesya16473724
0.0	0.0	1.0	0.0	UU Cipta Kerja menambah jaminan sosial untuk buruh #uuciptakerja https://t.co/jzIHu2F4nm	2021-03-12 22:28:43	in		9.0	0.0		Febby 69	cari serius	266.0	1395.0	232.0	77.0	0.0	False			@69Febby
0.0	0.0	1.0	0.0	valid yaa mas @jokowi berarti? cipta kerja tadi pagi ngesahin apa yaa? https://t.co/2ILya0EjVc	2021-03-12 18:23:55	in		0.0	0.0	@thewidiantoro	PanduRizky	parable of arable	52987.0	4842.0	417.0	497.0	1.0	False			@thewidiantoro
0.0	0.0	1.0	0.0	"LAPENKOP JATIM, Artikel - Kepala Lapenkop Wilayah Jawa Timur, Moh Faishol Chusni mengatakan bahwa lahirnya UU Cipta Kerja, PP 7 tahun 2021, kondisi pandemi Covid-19, era revolusi industri4.0, isu SDG’s dan tumbuhnya semangat berkoperasi generasi muda

https://t.co/gtvxKmtqtm https://t.co/QaZ0UrBRtE"	2021-03-12 17:18:32	in		0.0	0.0		LAPENKOP JATIM	Berdedikasi pada fungsi edukasi telah banyak memfasilitas pemberdayaan koperasi melalui pelbagai kegiatan diklat, pendampingan, seminar dan workshop.	8.0	0.0	6.0	1.0	0.0	False			@LapenkopJatim
0.0	0.0	1.0	0.0	#Terpopuler Implementasi UU Cipta Kerja pasal migrasi penyiaran dari teresterial ke digital atau Analog Switch Off (ASO) menjadikan jaringan telekomunikasi lebih baik. https://t.co/Bp8kIUJn0u	2021-03-12 16:35:02	in		3.0	0.0		detikinet	Akun resmi situs berita internet & teknologi . Update Banget! Contact: redaksi@detikinet.com | promosi@detik.com | instagram @detikinet	129256.0	192.0	11.0	721173.0	1251.0	False			@detikinet
0.0	0.0	1.0	0.0	Tokak ruu cipta kerja https://t.co/byt4hL1FL2	2021-03-12 15:47:57	in		0.0	0.0		Atuy.	never settle.	12742.0	311.0	53.0	113.0	0.0	False			@NakamotoBuzZ
0.161	0.0	0.839	0.3612	@CNNIndonesia Dari cipta kerja sampai batubara memang pebisnis harus diutamakan 😊	2021-03-12 15:23:32	in		0.0	0.0	@CNNIndonesia	hsn	stand out fit in	4858.0	2802.0	378.0	477.0	3.0	False			@heuseun
0.0	0.0	1.0	0.0	"Undang-undang Cipta kerja banyak manfaat bagi pekerja
#PraKerjaGelombang14 https://t.co/oE5LUteahN"	2021-03-12 15:20:51	in		3.0	0.0		Kadrunsangar	Panglima Kadrun	183.0	200.0	483.0	27.0	0.0	False			@kadrunsangar
0.0	0.0	1.0	0.0	"Undang-undang Cipta kerja jaminan kepastian pesangon bagi pekerja terdampak PHK
#PraKerjaGelombang14 https://t.co/kFIjzeW5Ag"	2021-03-12 15:19:46	in		2.0	0.0		RockyyGerung	benci pendusta	163.0	145.0	42.0	20.0	0.0	False			@GerungRockyy
0.0	0.0	1.0	0.0	"Undang-undang Cipta kerja menambah jaminan sosial untuk buruh
#PraKerjaGelombang14 https://t.co/asKyf5GYKb"	2021-03-12 15:18:45	in		2.0	0.0		Abu Israf	al-jihad	219.0	156.0	60.0	40.0	0.0	False			@AbuIsraf
0.0	0.0	1.0	0.0	"#PraKerjaGelombang14
#CeritaJumatan

Undang-undang Cipta kerja banyak manfaat bagi pekerja dan mengakselerasi transformasi ekonomi https://t.co/87Qg3RoQVP"	2021-03-12 15:17:56	in		2.0	0.0		Kadrussange	perlawanan kadrun	204.0	158.0	74.0	38.0	0.0	False			@kadrussange
0.0	0.268	0.732	-0.5267	Berkat UU Cipta Kerja investasi lebih mudah https://t.co/WGwedPd7QB	2021-03-12 14:54:22	in		0.0	0.0		Mbah_Kentung	"No Rasis No Porn
Jokower sejati"	84.0	10.0	453.0	295.0	0.0	False			@kentung_mbah
0.0	0.0	1.0	0.0	salah satu efek UU Cipta kerja? https://t.co/bsQXgvU9jn	2021-03-12 14:41:08	in		0.0	0.0		abusabila	خير الناس أنفعهم للناس	2956.0	154.0	604.0	380.0	0.0	False			@abusabila
0.0	0.0	1.0	0.0	"saya pesimis dari dua sisi: 

1. kekuatan aturan yang belum menjelaskan secara gamblang pertimbangan lebih jauhnya meski sudah terbaca ketika Cipta Kerja diundangkan; 

2. ketika mereka menjadikan 16 sampel perusahaan ""bonafit"" yang masuk dalam penelitian padal ada 50 lebih dan"	2021-03-12 14:30:23	in		0.0	0.0	@jayuimnida	자유	혁명만이 당신이 주체사상을 가지고 성취할 수 있는 방법입니다. 토지개혁 · 노동법 사회진출과 남녀평등을 위한 법과 제도를 ー주체사상을 좋아하는 여자ー 교차로 페미니스트 ➡자유입니다♀	5349.0	1753.0	717.0	273.0	3.0	False			@jayuimnida
0.0	0.0	1.0	0.0	"Luhur Pradjarto, Staf Ahli Menteri Bidang Hubungan antar Lembaga Kementrian Koperasi dan UKM menyatakan bahwa UU Cipta Kerja memberi kemudahan bagi pelaku UMKM.
https://t.co/OYEaUYrXvD"	2021-03-12 14:24:32	in		2.0	1.0		Golkar Indonesia	ᴀᴋᴜɴ ʀᴇsᴍɪ ᴘᴀʀᴛᴀɪ ɢᴏʟᴋᴀʀ | ᴋᴇᴛᴜᴀ ᴜᴍᴜᴍ ᴀɪʀʟᴀɴɢɢᴀ ʜᴀʀᴛᴀʀᴛᴏ | sᴇᴋʀᴇᴛᴀʀɪs ᴊᴇɴᴅᴇʀᴀʟ ʟᴏᴅᴇᴡɪᴊᴋ ғ ᴘᴀᴜʟᴜs | ʙᴇɴᴅᴀʜᴀʀᴀ ᴜᴍᴜᴍ ᴅɪᴛᴏ ɢᴀɴɪɴᴅᴜᴛᴏ	2386.0	247.0	43.0	1112.0	1.0	False			@golkar_id
0.0	0.0	1.0	0.0	UU Cipta Kerja memicu permintaan Tenaga Kerja. https://t.co/B1ozQ4CoiJ	2021-03-12 14:10:12	in		2.0	0.0		Christo	Times Is Gold	551.0	1207.0	370.0	239.0	0.0	False			@Christo69355847
0.0	0.0	1.0	0.0	seruan yg malem sidang RUU cipta kerja	2021-03-12 14:02:42	in		4.0	0.0	@komvnis	mas duta😉	semuanya bercanda	64933.0	9146.0	308.0	694.0	2.0	False			@komvnis
0.0	0.0	1.0	0.0	Berkat UU Cipta Kerja investasi satu persatu mulai masuk semoga menjadi awal yang bagus kedepannya https://t.co/dpzgRWdNcF	2021-03-12 13:53:15	in		0.0	0.0		Bahari Jaya	Maju Bersama	2219.0	1138.0	575.0	536.0	0.0	False			@BahariMajuJaya
0.203	0.072	0.725	0.743	Dampak dari disahkannya UU Cipta Kerja alias UU Cilaka bikin Cilaka segala2nya, terancam semua dari aspek humaniora s.d lingkungan. https://t.co/MZBpTV03lg	2021-03-12 13:45:06	in	ID	0.0	0.0		Adelia Tiarasany	Sagittarius. Socialist & Punk Rock Muslimah. Urban Lifestyle Lover. Pretty Bastard. Persija & Manchester United. 1/2 Feminist. ADHD. MMC Outsiders Indonesia 💗	33853.0	831.0	654.0	1819.0	6.0	False			@adelz_faith
0.0	0.0	1.0	0.0	"Lantas, apakah benar dengan adanya Omnibus Law Cipta Kerja ini, tujuan penyederhanaan regulasi tercapai?

Mari simak infografis berikut untuk mengetahui dampak 51 Peraturan Pelaksana Omnibus Law Cipta Kerja terhadap sistem regulasi yang ada! https://t.co/SsrNzIkD7S"	2021-03-12 13:10:52	in		0.0	0.0	@BEMUI_Official	BEM UI	Akun resmi Badan Eksekutif Mahasiswa Universitas Indonesia	27209.0	73.0	146.0	67272.0	135.0	False			@BEMUI_Official
0.0	0.0	1.0	0.0	Pemerintah kini justru telah mengesahkan 51 Peraturan Pelaksana UU Cipta Kerja yang terdiri dari 47 Peraturan Pemerintah dan 4 Peraturan Presiden. https://t.co/mAyDFxEJnY	2021-03-12 13:09:34	in		0.0	0.0	@BEMUI_Official	BEM UI	Akun resmi Badan Eksekutif Mahasiswa Universitas Indonesia	27209.0	73.0	146.0	67272.0	135.0	False			@BEMUI_Official
0.0	0.0	1.0	0.0	Presiden Jokowi mengatakan bahwa salah satu tujuan dari pembuatan Omnibus Law Cipta Kerja adalah untuk penyederhanaan regulasi.	2021-03-12 13:09:11	in		0.0	0.0	@BEMUI_Official	BEM UI	Akun resmi Badan Eksekutif Mahasiswa Universitas Indonesia	27209.0	73.0	146.0	67272.0	135.0	False			@BEMUI_Official
0.0	0.0	1.0	0.0	Pada tanggal 2 November 2020, Presiden Jokowi telah mengesahkan produk hukum yang sangat kontroversial, yaitu Undang-Undang Nomor 11 Tahun 2020 tentang Cipta Kerja.	2021-03-12 13:08:58	in		0.0	0.0	@BEMUI_Official	BEM UI	Akun resmi Badan Eksekutif Mahasiswa Universitas Indonesia	27209.0	73.0	146.0	67272.0	135.0	False			@BEMUI_Official
0.0	0.051	0.949	-0.296	Satu lagi Peraturan Pemerintah No.22 Tahun 2021 tentang Penyelenggaraan Perlindungan dan Pengelolaan Lingkungan Hidup yang merupakan aturan turunan dari UU No. 11 Tahun 2020 (UU Cipta Kerja).🙈 https://t.co/jvMVoDZEMt	2021-03-12 13:00:24	in		1.0	0.0		Ahmad Kaffi Hasan Maghrobi	WNI Yang Menolak Segala Bentuk Tindakan Kekerasan, Yang Dilakukan Oleh Siapapun, Atas Nama Apapun.	605.0	407.0	86.0	83.0	0.0	False			@kaffi_hasan
0.0	0.0	1.0	0.0	Pemerintah merespon dengan pembentukan Kawasan Industri Halal (KIH), penguatan industri dan UMKM berbasis syariah/halal melalui UU Cipta Kerja, pendirian Bank Syariah Indonesia (BSI), serta perluasan partisipasi masyarakat secara aktif dalam pengembangan ekonomi syariah.	2021-03-12 12:44:06	in		7.0	0.0	@Kiyai_MarufAmin	KH. Ma'ruf Amin	Akun Twitter resmi KH. Ma’ruf Amin 🇮🇩   Facebook  : https://t.co/4gy8QnsMAU  |   Instagram : https://t.co/GEz8P1ZvEz	2673.0	2.0	1.0	68241.0	32.0	True			@Kiyai_MarufAmin
0.0	0.0	1.0	0.0	"UU cipta kerja untuk Indonesia maju
#uuciptakerja https://t.co/QgOnzRrpPO"	2021-03-12 12:16:24	in		2.0	1.0		Timur Kontribusi	ingreis	84.0	45.0	61.0	11.0	0.0	False			@TKontribusi
0.0	0.0	1.0	0.0	"UU cipta kerja untuk Indonesia maju
#uuciptakerja https://t.co/U0k5a4IRhh"	2021-03-12 12:16:20	in		2.0	1.0		Timur Kontribusi	ingreis	84.0	45.0	61.0	11.0	0.0	False			@TKontribusi
0.0	0.0	1.0	0.0	"UU cipta kerja untuk Indonesia maju
#uuciptakerja https://t.co/57iCKcxz7R"	2021-03-12 12:16:15	in		2.0	1.0		Timur Kontribusi	ingreis	84.0	45.0	61.0	11.0	0.0	False			@TKontribusi
0.0	0.0	1.0	0.0	"UU cipta kerja untuk Indonesia maju
#uuciptakerja https://t.co/2U2XGITQMD"	2021-03-12 12:16:11	in		2.0	1.0		Timur Kontribusi	ingreis	84.0	45.0	61.0	11.0	0.0	False			@TKontribusi
0.0	0.0	1.0	0.0	"UU cipta kerja untuk Indonesia maju
#uuciptakerja https://t.co/prIS8pCgzI"	2021-03-12 12:16:08	in		2.0	1.0		Timur Kontribusi	ingreis	84.0	45.0	61.0	11.0	0.0	False			@TKontribusi
0.0	0.0	1.0	0.0	Undang-Undang Cipta Kerja menjadi solusi efektif memangkas regulasi penghambat investasi. #DollWithBBHxKDY #DukungKebangkitanRI https://t.co/Y0w6EafEnC	2021-03-12 12:12:50	in		0.0	0.0		Rosalinda Halma		71.0	2.0	45.0	5.0	0.0	False			@AghoriAfar8282
0.0	0.0	1.0	0.0	"UU cipta kerja untuk Indonesia maju
#vaksinpulihkannegeri https://t.co/sfMa97GlZI"	2021-03-12 12:11:16	in		2.0	1.0		Rellyk	anda	370.0	296.0	77.0	64.0	0.0	False			@Rellyk7
0.0	0.0	1.0	0.0	"UU cipta kerja untuk Indonesia maju
#vaksinpulihkannegeri https://t.co/NIcVSKHI0C"	2021-03-12 12:11:08	in		2.0	1.0		Rellyk	anda	370.0	296.0	77.0	64.0	0.0	False			@Rellyk7
0.0	0.0	1.0	0.0	"UU cipta kerja untuk Indonesia maju
#vaksinpulihkannegeri https://t.co/a5lgN2HiRw"	2021-03-12 12:11:03	in		2.0	1.0		Rellyk	anda	370.0	296.0	77.0	64.0	0.0	False			@Rellyk7
0.0	0.0	1.0	0.0	"UU cipta kerja untuk Indonesia maju
#vaksinpulihkannegeri https://t.co/ASol8qAGtz"	2021-03-12 12:10:57	in		2.0	1.0		Rellyk	anda	370.0	296.0	77.0	64.0	0.0	False			@Rellyk7
0.0	0.0	1.0	0.0	"UU cipta kerja untuk Indonesia maju
#vaksinpulihkannegeri https://t.co/1h7N7aDJVM"	2021-03-12 12:10:48	in		2.0	1.0		Rellyk	anda	370.0	296.0	77.0	64.0	0.0	False			@Rellyk7
0.0	0.0	1.0	0.0	"UU cipta kerja untuk Indonesia maju
#vaksinpulihkannegeri https://t.co/fXU4DwxLDU"	2021-03-12 12:10:45	in		2.0	1.0		Rellyk	anda	370.0	296.0	77.0	64.0	0.0	False			@Rellyk7
0.0	0.0	1.0	0.0	Dengan adanya UU Cipta kerja menjadikan Indonesia menjadi lebih baik untuk mensejahterakan para pekerja dan buruh https://t.co/K3Go8qxWXL	2021-03-12 12:07:17	in		3.0	0.0		Cika	NKRI	504.0	723.0	2296.0	1094.0	0.0	False			@Cika10307642
0.0	0.0	1.0	0.0	Undang-Undang Cipta Kerja menjadi solusi efektif memangkas regulasi penghambat investasi. #DollWithBBHxKDY #DukungKebangkitanRI https://t.co/VIrTlwsImL	2021-03-12 12:04:07	in		0.0	0.0		Bilqis Syamban		82.0	13.0	40.0	6.0	0.0	False			@charmencup8344
0.0	0.0	1.0	0.0	Undang-undang Cipta Kerja pasal migrasi penyiaran dari teresterial ke digital atau Analog Switch Off (ASO) berpotensi menjadikan jaringan telekomunikasi lebih baik. #DollWithBBHxKDY #DukungKebangkitanRI https://t.co/5NNVbV8UxS	2021-03-12 11:57:41	in		0.0	0.0		Amalina gracia		70.0	3.0	42.0	6.0	0.0	False			@emmetlet03898
0.0	0.0	1.0	0.0	Undang-undang Cipta Kerja pasal migrasi penyiaran dari teresterial ke digital atau Analog Switch Off (ASO) berpotensi menjadikan jaringan telekomunikasi lebih baik. #DollWithBBHxKDY #DukungKebangkitanRI https://t.co/GJKw8Rf6o5	2021-03-12 11:43:38	in		0.0	0.0		Lita Nurulita		85.0	3.0	38.0	7.0	0.0	False			@BrunoChavez008
0.0	0.0	1.0	0.0	Undang-Undang Cipta Kerja pasal migrasi penyiaran dari terestrial ke digital berpotensi membuka peluang keuntungan secara finansial. #DollWithDoyoung #DemiMemajukanBangsa https://t.co/PaVyUSJIP9	2021-03-12 11:37:02	in		0.0	0.0		andriana		144.0	0.0	0.0	2.0	0.0	False			@andrian16477022
0.0	0.077	0.923	-0.5267	PP No. 22 Tahun 2021 'wajib' dipahami seluruh pegawai P3E Bali-Nusra. Merupakan penjelasan operasional Undang-Undang No. 11 Tahun 2020 tentang Cipta Kerja untuk klaster Lingkungan Hidup, sekaligus landasan bekerja dalam tugas dan fungsi (tusi) Satker P3E.	2021-03-12 11:34:55	in		0.0	0.0	@p3ebalinusra	P3E BALI NUSRA KLHK	Publikasi Kegiatan Pusat Pengendalian Pembangunan Ekoregion Bali dan Nusa Tenggara (P3E Bali Nusra), Kementerian Lingkungan Hidup dan Kehutanan (KLHK)	1462.0	24.0	305.0	611.0	0.0	False			@p3ebalinusra
